id,name,brand,brandLine,category,subcategory,price,originalPrice,discountPercentage,size,availability,description,imageUrl,rating,reviewCount,source,url,priceRange,lowestPrice,averageRating,slug,metaTitle,metaDescription
"DGL_5011727090_1755356303086_27ygwcc31","FRESH Instant Shower Foam","Douglas Collection","Men","Nieuw & Trending","Doucheschuim","€ 8,99","€ 8,99","","200 ml","AVAILABLE","Douglas Men Fresh Instant Shower FoamWaar fresh op het etiket staat, zit intense frisheid: De Fresh Instant Shower Foam van Douglas Men reinigt grondig en geeft de huid een ontspannen gevoel dankzij de romige, zachte schuimtextuur en de revitaliserende eucalyptusgeur. De huid voelt daarna helemaal glad aan. Voor het werk, na het sporten of voor je volgende afspraakje - dit heerlijke doucheschuim houdt je koel in elke situatie!","https://media.douglas.nl/medias/3A6QRk1216792-0-global.jpg?context=bWFzdGVyfGltYWdlc3w1Mzk3MnxpbWFnZS9qcGVnfGFERXdMMmhpWVM4Mk1Ua3dNRGMwTWpJNU5UVTRNaTh6UVRaUlVtc3hNakUyTnpreVh6QmZaMnh2WW1Gc0xtcHdad3wwMWU1ZWJjNWU3MTU4ZDlkNGU5ZWNhNjQ1NmVkMzY3ZGI1NDRiOTNjOGUzMjlkYzg2N2M3MzlmMmYxYmFjZDk1&grid=true","","","douglas.nl","https://www.douglas.nl/nl/p/5011727090","€ 8,99","","","douglas-collection-fresh-instant-shower-foam","FRESH Instant Shower Foam - Douglas Collection | GlowLow","FRESH Instant Shower Foam van Douglas Collection. € 8,99. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5011849031_1755356303086_xw1443fls","Soondy Centella Asiatica Essence","mixsoon","","Nieuw & Trending","Ampul serum","€ 17,90","€ 17,90","","30 ml","AVAILABLE","Essence (Serum) - Deze lichte, waterachtige essence kalmeert en herstelt verwarmde, geïrriteerde huid terwijl het vocht levert. Het personage van de ijsbeer 'Soondy' vertegenwoordigt de liefdadigheidscampagne van voor het beschermen van bedreigde ijsberen.","https://media.douglas.nl/medias/EgV6jD1249661-0-dgl-NL.png?context=bWFzdGVyfGltYWdlc3wyMzY5OTJ8aW1hZ2UvcG5nfGFHRTNMMmhoWlM4Mk5qRTBOVGM0TVRrME1ESTFOQzlGWjFZMmFrUXhNalE1TmpZeFh6QmZaR2RzTFU1TUxuQnVad3wzOTNlNzY5ZjlhMzk1ZjgzMmJhNzlkM2E5ZTUxOWY4MzgwMmFkZmVjZTc2ZGE5MzRiNjkxYTFiM2ViMTYzNzA4&grid=true","","","douglas.nl","https://www.douglas.nl/nl/p/5011849031","€ 17,90","","","mixsoon-soondy-centella-asiatica-essence","Soondy Centella Asiatica Essence - mixsoon | GlowLow","Soondy Centella Asiatica Essence van mixsoon. € 17,90. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5011515020_1755356303086_lj60qvp76","Oud","Gisada","","Nieuw & Trending","Eau de parfum","€ 200,00","€ 250,00","20","100 ml","AVAILABLE","De sensuele, oosterse oud-geur speelt met een uiterst subtiele mix van kruiden en houtsoorten. Een verfrissende geur met tonen van bessen en de fijnste bloemige noten. Dit alles zonder te kruidig of te bloemig te zijn. Luxury Oud is meer dan zomaar een parfum; het is de belichaming van luxe en verfijning. Met zijn betoverende mix van zeldzame ingrediënten en het vermogen om een gevoel van grandeur en allure op te roepen, is deze geur ontworpen voor diegenen die de fijnere dingen in het leven ...","https://media.douglas.nl/medias/uMs9h01189943-0-global.jpg?context=bWFzdGVyfGltYWdlc3wxMTAxNzJ8aW1hZ2UvanBlZ3xhRGt4TDJneU9DODJNemcwTlRBME5qUTFNakkxTkM5MVRYTTVhREF4TVRnNU9UUXpYekJmWjJ4dlltRnNMbXB3Wnd8ZmU2ZjNmZjA5ZjJmOGUwMTg3ZDJhOWEzMDg5NDkzM2FjMGE2NmRjY2VmNTczMDE0ZjRlNzFhN2FkOTMxNjlmNQ&grid=true","","","douglas.nl","https://www.douglas.nl/nl/p/5011515020","€ 200,00","","","gisada-oud","Oud - Gisada | GlowLow","Oud van Gisada. € 200,00. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5011803000_1755356303086_l3br6w8v0","Riviera Rush Collection","essie","Seasonals","Nieuw & Trending","Nagellak","€ 9,99","€ 9,99","","13.5 ml","AVAILABLE","Essie riviera rush nagellak brengt de warme gloed van een zonovergoten kust naar je nagels met vier crèmekleuren, een bijzondere special effect kleur en een kleur met jelly gloss effect. De salonwaardige formule zorgt voor een vlekkeloze dekking en een langhoudende glans, terwijl de exclusieve easy glide-borstel een soepele en gelijkmatige finish garandeert. Kies uit de romige kleuren van de essie riviera rush nagellak collectie en combineer ze met een special effects voor extra dimensie. De ...","https://media.douglas.nl/medias/j4WHeq1224022-0-dgl-NL.jpg?context=bWFzdGVyfGltYWdlc3w1NjQ0M3xpbWFnZS9qcGVnfGFHWXhMMmhpTXk4Mk5UUXdNVEkzT1RBNE5qWXlNaTlxTkZkSVpYRXhNakkwTURJeVh6QmZaR2RzTFU1TUxtcHdad3xmNGIyOGUxZjM2NGI1OGVkNmNkNWVkYmYyOTA5M2RjMWRjNzAxNWMxOGQ4YmU5YmQwYzI3ZTMzNGZkZTA5NmIy&grid=true","5","2","douglas.nl","https://www.douglas.nl/nl/p/5011803000","€ 9,99","","5","essie-riviera-rush-collection","Riviera Rush Collection - essie | GlowLow","Riviera Rush Collection van essie. € 9,99. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5011515019_1755356303086_pkdmyr46a","Iris","Gisada","","Nieuw & Trending","Eau de parfum","€ 200,00","€ 250,00","20","100 ml","AVAILABLE","De verkwikkende Eau de Parfum Iris van Gisada uit de Luxury Collection verwent je met een luxueuze compositie van fruitige houtnoten en een vleugje eucalyptus. Een pittige topnoot van kamille en limoen verfrist, terwijl het hart van iris, roos en viooltje je betovert met elegantie en sensualiteit. Sandelhout en muskus ronden de geur af met een warme basis. Het begeleidt je stijlvol bij elke gelegenheid en is een ideaal cadeau of een luxueus moment voor jezelf. Dompel jezelf onder in de wereld...","https://media.douglas.nl/medias/Ot3iB01189942-0-global.jpg?context=bWFzdGVyfGltYWdlc3wxMDQzMzh8aW1hZ2UvanBlZ3xhR013TDJneU1TODJNemcwTlRBME5qSTFOVFkwTmk5UGRETnBRakF4TVRnNU9UUXlYekJmWjJ4dlltRnNMbXB3Wnd8MjkxZTMwNTYzOGEyZTJhMDA1ZjA5YTBiNGRhMGExY2U3NWVmM2QzMjA2NTI2NzNjZWRjNjkyM2QyNzExYWUzYg&grid=true","","","douglas.nl","https://www.douglas.nl/nl/p/5011515019","€ 200,00","","","gisada-iris","Iris - Gisada | GlowLow","Iris van Gisada. € 200,00. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5011786057_1755356303086_3yw61o68t","Lip Glow Butter","DIOR","Dior Addict","Nieuw & Trending","Lippenbalsem","€ 47,50","€ 47,50","","10 ml","AVAILABLE","PRODUCTDeze lipverzorging heeft een boterachtige textuur en is de perfecte combinatie van een lipgloss en lipbalsem. De Dior Addict Lip Glow Butter biedt intense hydratatie met een vleugje kleur.KLEUREN5 kleuren met een ultra-glanzende ""glossy"" of parelmoeren finish. VOORDELENEen hybride formule tussen een gloss en balsem dat helpt de huidbarrière te versterken en 24 uur* lang diepe hydratatie biedt, voor lippen die 8 uur** lang ultra-comfortabel en gekalmeerd aanvoelen.FORMULEDe formule, die...","https://media.douglas.nl/medias/fCrY5Y1231797-0-global.jpg?context=bWFzdGVyfGltYWdlc3wxNDIwNjJ8aW1hZ2UvanBlZ3xhR1ZpTDJneFl5ODJOVEV4T1RVeE5ESTJNelU0TWk5bVEzSlpOVmt4TWpNeE56azNYekJmWjJ4dlltRnNMbXB3Wnd8YjU4M2Y1MGY4YTFjNTA4MWEwZDYxYWYwZGI5ZDQzZTBlMTYxMzZkZDUzZGI1MWU2MjExMmI4MzIyZTk2MDFhNQ&grid=true","4.3","27","douglas.nl","https://www.douglas.nl/nl/p/5011786057","€ 47,50","","4.3","dior-lip-glow-butter","Lip Glow Butter - DIOR | GlowLow","Lip Glow Butter van DIOR. € 47,50. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5001017040_1755356303086_gpuupipk7","Nudies All Over Face Glow","Nudestix","","Nieuw & Trending","Highlighter","€ 28,99","€ 33,00","12.15","7 g","AVAILABLE","NUDESTIX NUDIES All Over Face Color Glow is een romige highlighter die moeiteloos over de huid glijdt en een prachtige, natuurlijke glans creëert. De balsem geeft oog-, gezichts- én lipmake-up een natuurlijke en glowy no make-up look.Soms is er alleen een subtiel kleuraccent nodig voor een stralende huid!","https://media.douglas.nl/medias/9l4eN51225369-0-global.jpg?context=bWFzdGVyfGltYWdlc3w5MzExOHxpbWFnZS9qcGVnfGFHUXdMMmd6T0M4Mk16YzBNalk1T0RVNE5qRTBNaTg1YkRSbFRqVXhNakkxTXpZNVh6QmZaMnh2WW1Gc0xtcHdad3w5YTE4Njg5NDUyNDU5Mjg3ZGRjMzE3OTA5NjZiMDQ2NDdiNGMzOTFkNWVhYjg2MzA1ZWMwZTdiMTI0MzBmMDQ5&grid=true","4.5","19","douglas.nl","https://www.douglas.nl/nl/p/5001017040?variant=1225369","€ 28,99","","4.5","nudestix-nudies-all-over-face-glow","Nudies All Over Face Glow - Nudestix | GlowLow","Nudies All Over Face Glow van Nudestix. € 28,99. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5011816098_1755356303086_ua4tylbnl","Road Trip To Go Blue Pomade","Reuzel","","Nieuw & Trending","Haarwax","€ 16,78","€ 20,98","20.02","130 g","AVAILABLE","Reuzel Blue Pomade is perfect gemengd met een subtiele warme vanillegeur. Gebruik deze sterkhoudende pommade voor dik haar om overdreven pompadours te creëren of om het meest weerbarstige haar te temmen. Road Trip Blue set, inclusief reisformaat!","https://media.douglas.nl/medias/ntUPws1242750-0-global.jpg?context=bWFzdGVyfGltYWdlc3wyMDM3Nzh8aW1hZ2UvanBlZ3xhRE00TDJnelppODJOVEV6TnpRME1ESTVNamc1TkM5dWRGVlFkM014TWpReU56VXdYekJmWjJ4dlltRnNMbXB3Wnd8NGEzNjIxMTJkOTMyMzE1YWNjNjE0NDc4YjFiMzZmMTZiZjc0YzE4NDA5YzlmMTBmNDllYzQ4YjRhZjczOTk4Yw&grid=true","","","douglas.nl","https://www.douglas.nl/nl/p/5011816098","€ 16,78","","","reuzel-road-trip-to-go-blue-pomade","Road Trip To Go Blue Pomade - Reuzel | GlowLow","Road Trip To Go Blue Pomade van Reuzel. € 16,78. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_3001900016_1755356303086_djg6c149i","Benetint","Benefit","Lipstains & Tints","Nieuw & Trending","Lipstain","€ 26,00","€ 26,00","","6 ml","AVAILABLE","Ontdek Benetint, de iconische vloeibare blush voor lippen en wangen, geliefd om zijn zachte, opbouwbare kleur en natuurlijke, langhoudende finish. De lichte, veegbestendige formule laat zich moeiteloos mengen voor een gezonde gloed die de hele dag fris blijft. Nu verkrijgbaar in nieuwe tinten, waardoor je nog meer manieren hebt om de perfecte frisse uitstraling te krijgen!WAAROM JE HET ZULT WAARDEREN:- Iconische vloeibare blush voor lippen en wangen- Natuurlijke, opbouwbare finish - van trans...","https://media.douglas.nl/medias/35KqpF277273-0-global.jpg?context=bWFzdGVyfGltYWdlc3wxMDc1ODV8aW1hZ2UvanBlZ3xhR1F4TDJoallTODJNelkzTnpRME16ZzJOalkxTkM4ek5VdHhjRVl5TnpjeU56TmZNRjluYkc5aVlXd3VhbkJufDNmOGM1ODE5ZWM4ZGNiNjRmZmQyOGNhNGRkNzkwOTYzYmQ0OTU4NTgwYTdmNWM5NTlkMmQwYzMzZWQ3NWE2MmM&grid=true","4.3","346","douglas.nl","https://www.douglas.nl/nl/p/3001900016?variant=277273","€ 26,00","","4.3","benefit-benetint","Benetint - Benefit | GlowLow","Benetint van Benefit. € 26,00. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5010287000_1755356303086_z83mj7yh1","Le Rouge Deep Velvet","Givenchy","LE ROUGE","Nieuw & Trending","Lipstick","€ 47,00","€ 47,00","","3.4 g","AVAILABLE","Givenchy - Le Rouge Sheer VelvetLE ROUGE SHEER VELVET, DE NATUURLIJKE MATTE LIPPENSTIFT.Le Rouge Sheer Velvet belichaamt de moderniteit en unieke elegantie van la Maison Givenchy.Levendige kleuren met een natuurlijk matte afwerking, die de lippen doordrenken met een langhoudend vervagend effect.De uitzonderlijke formule combineert wilde mangoboter, rijk aan vitamine E, met extra fijne minerale poeders en intense pigmenten om een matte finish met een sensoriële textuur te creëren. De lippensti...","https://media.douglas.nl/medias/J7gTZh1122467-0-global.jpg?context=bWFzdGVyfGltYWdlc3w5NTkyNnxpbWFnZS9qcGVnfGFEUTVMMmd5Tmk4Mk16Z3hPREl3TnpJek1qQXpNQzlLTjJkVVdtZ3hNVEl5TkRZM1h6QmZaMnh2WW1Gc0xtcHdad3wzNDZiYjQyZWI2NWI2ZjY0MTU5NzA5NGJlYjdjNjc5NWMxYmE4MDM2MmJhOGJmMzkyNDdlMzk0OTNkMWQzYTlh&grid=true","4.5","4","douglas.nl","https://www.douglas.nl/nl/p/5010287000","€ 47,00","","4.5","givenchy-le-rouge-deep-velvet","Le Rouge Deep Velvet - Givenchy | GlowLow","Le Rouge Deep Velvet van Givenchy. € 47,00. Vergelijk prijzen van meerdere webshops en vind de beste deal."
